run_name,env,sparsity,seed,iteration,avg_return,iter_start_step,iter_end_step,window_size,used_frac
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s1,SpaceInvaders-v5,75,1,0,715.0,401.0,10007027.0,1000,9.993378387480455e-05
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s1,SpaceInvaders-v5,75,1,1,745.0,10007027.0,17990925.0,1000,0.00012525210116662313
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s1,SpaceInvaders-v5,75,1,2,1545.0,17990925.0,24598790.0,1000,0.00015133481086553676
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s1,SpaceInvaders-v5,75,1,3,1205.0,24598790.0,31260522.0,1000,0.00015011111224528395
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s1,SpaceInvaders-v5,75,1,4,545.0,31260522.0,41260127.0,1000,0.00010000395015603116
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s1,SpaceInvaders-v5,75,1,5,1230.0,41260127.0,50443460.0,1000,0.00010889292591262889
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s1,SpaceInvaders-v5,75,1,6,545.0,50443460.0,58567188.0,1000,0.00012309619425958132
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s1,SpaceInvaders-v5,75,1,7,1230.0,58567188.0,67897544.0,1000,0.00010717704662072915
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s1,SpaceInvaders-v5,75,1,8,600.0,67897544.0,75960913.0,1000,0.00012401764076529301
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s1,SpaceInvaders-v5,75,1,9,1390.0,75960913.0,85960775.0,1000,0.00010000138001904426
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s1,SpaceInvaders-v5,75,1,10,1170.0,85960775.0,94124219.0,1000,0.0001224973185336973
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s1,SpaceInvaders-v5,75,1,11,1830.0,94124219.0,102367160.0,1000,0.00012131592352777971
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s1,SpaceInvaders-v5,75,1,12,800.0,102367160.0,112371243.0,1000,9.995918666408505e-05
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s1,SpaceInvaders-v5,75,1,13,1175.0,112371243.0,122365353.0,1000,0.0001000589347125457
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s1,SpaceInvaders-v5,75,1,14,1385.0,122365353.0,132255580.0,1000,0.00010110991385738669
atari_ddqn_lth_sweep-Pong-v5-S75-s1,Pong-v5,75,1,0,-21.0,848.0,10000691.0,1000,0.00010000157002464938
atari_ddqn_lth_sweep-Pong-v5-S75-s1,Pong-v5,75,1,1,-21.0,10000691.0,10501283.0,1000,0.0019976348003963307
atari_ddqn_lth_sweep-Pong-v5-S75-s1,Pong-v5,75,1,2,-20.0,10501283.0,11001518.0,1000,0.0019990604415924514
atari_ddqn_lth_sweep-Pong-v5-S75-s1,Pong-v5,75,1,3,-21.0,11001518.0,11039623.0,1000,0.02624327516074006
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s2,SpaceInvaders-v5,75,2,0,1370.0,377.0,10007493.0,1000,9.992889060144801e-05
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s2,SpaceInvaders-v5,75,2,1,2550.0,10007493.0,18631713.0,1000,0.0001159525151260056
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s2,SpaceInvaders-v5,75,2,2,1315.0,18631713.0,26530278.0,1000,0.00012660527576844656
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s2,SpaceInvaders-v5,75,2,3,1375.0,26530278.0,34344244.0,1000,0.0001279759855622612
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s2,SpaceInvaders-v5,75,2,4,1345.0,34344244.0,40942090.0,1000,0.00015156461669460004
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s2,SpaceInvaders-v5,75,2,5,1400.0,40942090.0,49777214.0,1000,0.0001131846027288355
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s2,SpaceInvaders-v5,75,2,6,2135.0,49777214.0,56124127.0,1000,0.00015755690994976614
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s2,SpaceInvaders-v5,75,2,7,1125.0,56124127.0,59626645.0,1000,0.0002855088824668424
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s2,SpaceInvaders-v5,75,2,8,600.0,59626645.0,69634511.0,1000,9.99214018253242e-05
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s2,SpaceInvaders-v5,75,2,9,800.0,69634511.0,79628302.0,1000,0.00010006212857563261
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s2,SpaceInvaders-v5,75,2,10,1470.0,79628302.0,89626625.0,1000,0.0001000167728128007
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s2,SpaceInvaders-v5,75,2,11,1775.0,89626625.0,98930771.0,1000,0.0001074789669035718
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s2,SpaceInvaders-v5,75,2,12,1230.0,98930771.0,108929897.0,1000,0.00010000874076394276
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s2,SpaceInvaders-v5,75,2,13,1470.0,108929897.0,118935133.0,1000,9.994766740134865e-05
atari_ddqn_lth_sweep-SpaceInvaders-v5-S75-s2,SpaceInvaders-v5,75,2,14,515.0,118935133.0,128917559.0,1000,0.00010017604938919657
atari_ddqn_lth_sweep-SpaceInvaders-v5-S60-s3,SpaceInvaders-v5,60,3,0,600.0,391.0,10000076.0,1000,0.00010000315009922813
atari_ddqn_lth_sweep-SpaceInvaders-v5-S60-s3,SpaceInvaders-v5,60,3,1,1425.0,10000076.0,20000261.0,1000,9.999815003422437e-05
atari_ddqn_lth_sweep-SpaceInvaders-v5-S60-s3,SpaceInvaders-v5,60,3,2,610.0,20000261.0,30001230.0,1000,9.999031093887003e-05
atari_ddqn_lth_sweep-SpaceInvaders-v5-S60-s3,SpaceInvaders-v5,60,3,3,715.0,30001230.0,40005104.0,1000,9.99612750020642e-05
atari_ddqn_lth_sweep-SpaceInvaders-v5-S60-s3,SpaceInvaders-v5,60,3,4,530.0,40005104.0,50000942.0,1000,0.00010004163732945652
atari_ddqn_lth_sweep-SpaceInvaders-v5-S60-s3,SpaceInvaders-v5,60,3,5,1145.0,50000942.0,60000717.0,1000,0.00010000225005062614
atari_ddqn_lth_sweep-SpaceInvaders-v5-S60-s3,SpaceInvaders-v5,60,3,6,1205.0,60000717.0,70000185.0,1000,0.00010000532028303905
atari_ddqn_lth_sweep-SpaceInvaders-v5-S60-s3,SpaceInvaders-v5,60,3,7,515.0,70000185.0,72137546.0,1000,0.00046786668232460496
atari_ddqn_lth_sweep-SpaceInvaders-v5-S60-s3,SpaceInvaders-v5,60,3,8,2255.0,72137546.0,82138272.0,1000,9.999274052703774e-05
atari_ddqn_lth_sweep-SpaceInvaders-v5-S60-s3,SpaceInvaders-v5,60,3,9,1370.0,82138272.0,88289421.0,1000,0.00016257125294802646
atari_ddqn_lth_sweep-Pong-v5-S75-s3,Pong-v5,75,3,0,7.0,983.0,10006590.0,1000,9.994396142083134e-05
atari_ddqn_lth_sweep-Pong-v5-S75-s3,Pong-v5,75,3,1,15.0,10006590.0,16856844.0,1000,0.00014597998847925932
